Title,Genre,Type,Producer,Studio,Rating,ScoredBy,Popularity,Members,Episodes,Source,Aired
Fushigi Yuugi,"['Adventure', 'Fantasy', 'Magic', 'Martial Arts', 'Comedy', 'Romance', 'Historical', 'Drama', 'Shoujo']",TV,"['TV Tokyo', 'Shogakukan Productions', 'Yomiko Advertising', 'Apollon']",['Studio Pierrot'],7.75,33819.0,1292.0,73422.0,52.0,Manga,"Apr 6, 1995 to Mar 28, 1996"
Fushigi Yuugi,"['Adventure', 'Fantasy', 'Magic', 'Martial Arts', 'Comedy', 'Romance', 'Historical', 'Drama', 'Shoujo']",TV,"['TV Tokyo', 'Shogakukan Productions', 'Yomiko Advertising', 'Apollon']",['Studio Pierrot'],7.75,33819.0,1291.0,73422.0,52.0,Manga,"Apr 6, 1995 to Mar 28, 1996"
Fushigi Yuugi Eikouden,"['Adventure', 'Fantasy', 'Romance', 'Drama', 'Shoujo']",OVA,,['Studio Pierrot'],6.98,6985.0,3742.0,13098.0,4.0,Manga,"Dec 21, 2001 to Jun 25, 2002"
Futakoi,"['Comedy', 'Romance', 'School']",TV,['Lantis'],['Telecom Animation Film'],6.59,12720.0,2598.0,26988.0,13.0,Original,"Oct 6, 2004 to Dec 29, 2004"
Futakoi Alternative,"['Comedy', 'Drama', 'Romance']",TV,['Lantis'],"['ufotable', 'feel.', 'Studio Flag']",6.99,9361.0,2731.0,24614.0,13.0,Original,"Apr 7, 2005 to Jun 30, 2005"
Gate Keepers,"['Action', 'Comedy', 'Fantasy', 'Mecha', 'Sci-Fi', 'Shounen']",TV,['Media Factory'],['Gonzo'],7.04,6962.0,3367.0,16483.0,24.0,Game,"Apr 3, 2000 to Sep 18, 2000"
Gate Keepers 21,"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']",OVA,,['Gonzo'],6.87,3682.0,4561.0,8172.0,6.0,Game,"Apr 24, 2002 to Jan 8, 2003"
Gensoumaden Saiyuuki,"['Adventure', 'Comedy', 'Supernatural', 'Drama', 'Shounen']",TV,"['TV Tokyo', 'Dentsu', 'Group TAC']",['Studio Pierrot'],7.68,14812.0,2106.0,38248.0,50.0,Manga,"Apr 4, 2000 to Mar 27, 2001"
Saiyuuki Reload,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Josei']",TV,,['Studio Pierrot'],7.51,8921.0,2824.0,22421.0,25.0,Manga,"Oct 2, 2003 to Mar 25, 2004"
Saiyuuki Reload Gunlock,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Josei']",TV,,['Studio Pierrot'],7.53,5818.0,3411.0,15605.0,26.0,Manga,"Apr 2, 2004 to Sep 24, 2004"
GetBackers,"['Action', 'Comedy', 'Drama', 'Mystery', 'Shounen', 'Super Power', 'Supernatural']",TV,"['TBS', 'Kodansha', 'Rondo Robe', 'Rakuonsha']",['Studio Deen'],7.69,37256.0,1144.0,85983.0,49.0,Manga,"Oct 5, 2002 to Sep 20, 2003"
Green Green,"['Comedy', 'Ecchi', 'Romance', 'School', 'Slice of Life']",TV,"['Pony Canyon', 'Memory-Tech', 'Studio Jack']",['Studio Matrix'],6.36,53587.0,1103.0,91476.0,12.0,Visual novel,"Jul 12, 2003 to Sep 27, 2003"
Gunslinger Girl,"['Action', 'Psychological', 'Military', 'Drama', 'Sci-Fi']",TV,"['Marvelous', 'Fuji TV']",['Madhouse'],7.51,55026.0,762.0,128093.0,13.0,Manga,"Oct 9, 2003 to Feb 19, 2004"
Hikaru no Go,"['Comedy', 'Game', 'Shounen', 'Supernatural']",TV,"['TV Tokyo', 'Dentsu', 'Dream Force']",['Studio Pierrot'],8.17,39750.0,1130.0,84109.0,75.0,Manga,"Oct 10, 2001 to Mar 26, 2003"
Hunter x Hunter,"['Action', 'Adventure', 'Shounen', 'Super Power']",TV,['Fuji TV'],['Nippon Animation'],8.47,114939.0,321.0,228839.0,62.0,Manga,"Oct 16, 1999 to Mar 31, 2001"
Hunter x Hunter Yorkshin City Kanketsuhen,"['Action', 'Adventure', 'Super Power', 'Shounen']",OVA,,['Nippon Animation'],8.39,39782.0,1296.0,67721.0,8.0,Manga,"Jan 17, 2002 to Apr 17, 2002"
Hunter x Hunter Greed Island,"['Action', 'Adventure', 'Shounen', 'Super Power']",OVA,,['Nippon Animation'],8.3,44445.0,1182.0,73367.0,8.0,Manga,"Feb 5, 2003 to Apr 16, 2003"
Hunter x Hunter Greed Island Final,"['Action', 'Adventure', 'Shounen', 'Super Power']",OVA,,['Nippon Animation'],8.38,43224.0,1208.0,71907.0,14.0,Manga,"Mar 3, 2004 to Aug 18, 2004"
JinkiExtend,"['Mecha', 'Sci-Fi']",TV,"['TV Asahi', 'GANSIS']",['feel.'],6.22,3205.0,4490.0,8406.0,12.0,Manga,"Jan 6, 2005 to Mar 24, 2005"
Kamikaze Kaitou Jeanne,"['Adventure', 'Comedy', 'Demons', 'Drama', 'Fantasy', 'Magic', 'Mystery', 'Romance', 'Shoujo']",TV,,['Toei Animation'],7.52,19117.0,2151.0,36450.0,44.0,Manga,"Feb 13, 1999 to Jan 29, 2000"
Kannazuki no Miko,"['Supernatural', 'Drama', 'Magic', 'Romance', 'Mecha', 'Shounen', 'Shoujo Ai']",TV,"['Studio Fantasia', 'Geneon Universal Entertainment', 'Remic', 'Front Line', 'Kodansha', 'Rondo Robe', 'Memory-Tech', 'Toshiba Entertainment']",['TNK'],7.01,22058.0,1774.0,49891.0,12.0,Manga,"Oct 2, 2004 to Dec 18, 2004"
Kanon,"['Drama', 'Romance', 'Slice of Life', 'Supernatural']",TV,"['Movic', 'Fuji TV', 'Fuji Pacific Music Publishing']",['Toei Animation'],7.22,20186.0,1865.0,47125.0,13.0,Visual novel,"Jan 31, 2002 to Mar 28, 2002"
Kareshi Kanojo no Jijou,"['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Slice of Life']",TV,"['TV Tokyo', 'GANSIS']","['Gainax', 'J.C.Staff']",7.64,47231.0,767.0,121303.0,26.0,Manga,"Oct 2, 1998 to Mar 26, 1999"
Kono Minikuku mo Utsukushii Sekai,"['Sci-Fi', 'Comedy', 'Drama', 'Magic', 'Romance', 'Ecchi']",TV,"['Geneon Universal Entertainment', 'TBS', 'Rondo Robe', 'Movic']","['Gainax', 'Shaft']",6.87,23141.0,1879.0,46840.0,12.0,Original,"Apr 2, 2004 to Jun 18, 2004"
Kimi ga Nozomu Eien,"['Drama', 'Romance', 'Slice of Life']",TV,"['Lantis', 'Media Factory', 'Age']",['Studio Fantasia'],7.35,52812.0,983.0,104684.0,14.0,Visual novel,"Oct 5, 2003 to Jan 4, 2004"
Kita e Diamond Dust Drops,"['Drama', 'Romance', 'Slice of Life']",TV,,['Studio Deen'],6.72,1935.0,4936.0,6582.0,12.0,Visual novel,"Jan 20, 2004 to Apr 5, 2004"
Loveless,"['Action', 'Mystery', 'Supernatural', 'Drama', 'Romance', 'Fantasy', 'Josei', 'Shounen Ai']",TV,"['Bandai Visual', 'TV Asahi', 'Movic']",['J.C.Staff'],7.11,50789.0,1021.0,98768.0,12.0,Manga,"Apr 7, 2005 to Jun 30, 2005"
Blood,"['Action', 'Military', 'Mystery', 'Horror', 'Supernatural', 'Drama', 'Vampire']",TV,"['Aniplex', 'Mainichi Broadcasting System']",['Production I.G'],7.76,108084.0,344.0,251177.0,50.0,Original,"Oct 8, 2005 to Sep 23, 2006"
Re Cutey Honey,"['Action', 'Sci-Fi', 'Comedy', 'Ecchi', 'Shoujo Ai']",OVA,['Toei Video'],"['Gainax', 'Toei Animation']",7.15,6192.0,3215.0,15731.0,3.0,Manga,"Jul 24, 2004 to Sep 25, 2004"
Solty Rei,"['Action', 'Sci-Fi', 'Super Power']",TV,"['AIC', 'TV Asahi', 'Sotsu Music Publishing']",['Gonzo'],7.34,9119.0,2933.0,21270.0,24.0,Original,"Oct 7, 2005 to Mar 31, 2006"
Juuni Kokuki,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Supernatural']",TV,['Sogo Vision'],['Studio Pierrot'],8.13,28752.0,1105.0,82769.0,45.0,Novel,"Apr 9, 2002 to Aug 30, 2003"
Shaman King,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Drama', 'Shounen']",TV,"['TV Tokyo', 'Nihon Ad Systems', 'TV Tokyo Music']",['Xebec'],7.83,120458.0,389.0,214972.0,64.0,Manga,"Jul 4, 2001 to Sep 25, 2002"
X1999,"['Action', 'Drama', 'Fantasy', 'Horror', 'Magic', 'Sci-Fi', 'Supernatural']",Movie,"['Kadokawa Shoten', 'Victor Entertainment', 'Marubeni', 'Movic', 'Sega', 'Shelty']",['Madhouse'],6.66,14426.0,2641.0,25938.0,1.0,Manga,"Aug 3, 1996"
X,"['Action', 'Super Power', 'Drama', 'Magic', 'Romance', 'Fantasy', 'Shoujo']",TV,"['Bandai Visual', 'Kadokawa Shoten', 'd-rights', 'chara-ani.com']",['Madhouse'],7.52,26671.0,1592.0,58116.0,24.0,Manga,"Oct 3, 2001 to Mar 27, 2002"
Mahou Sensei Negima,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School', 'Shounen', 'Super Power', 'Supernatural']",TV,['Starchild Records'],['Xebec'],7.08,45323.0,1027.0,95677.0,26.0,Manga,"Jan 6, 2005 to Jun 30, 2005"
Mariasama ga Miteru,"['Slice of Life', 'Drama', 'Romance', 'Shoujo', 'Shoujo Ai']",TV,"['Rondo Robe', 'TV Tokyo Music']",['Studio Deen'],7.44,14191.0,1976.0,40557.0,13.0,Light novel,"Jan 8, 2004 to Apr 1, 2004"
Boukyaku no Senritsu,"['Adventure', 'Fantasy', 'Horror', 'Mecha', 'Psychological', 'Sci-Fi', 'Shounen', 'Space', 'Supernatural']",TV,"['Kadokawa Shoten', 'TBS', 'KENMedia']","['Gainax', 'J.C.Staff']",6.4,4614.0,3619.0,13863.0,24.0,Manga,"Apr 7, 2004 to Sep 22, 2004"
Ima Soko ni Iru Boku,"['Adventure', 'Drama', 'Fantasy', 'Military', 'Sci-Fi']",TV,['Pioneer LDC'],['AIC'],7.76,24855.0,1192.0,75124.0,13.0,Original,"Oct 14, 1999 to Jan 20, 2000"
Peace Maker Kurogane,"['Action', 'Comedy', 'Historical', 'Samurai', 'Shounen']",TV,"['GDH', 'TV Asahi', 'Imagica']",['Gonzo'],7.4,17546.0,2008.0,40634.0,24.0,Manga,"Oct 8, 2003 to Mar 24, 2004"
Pita Ten,"['Comedy', 'Fantasy', 'Kids', 'Romance', 'School', 'Shounen']",TV,['Broccoli'],['Madhouse'],7.04,7854.0,3261.0,17750.0,26.0,Manga,"Apr 7, 2002 to Sep 29, 2002"
Power Stone,"['Adventure', 'Comedy', 'Fantasy', 'Historical', 'Shounen']",TV,['Avex Entertainment'],['Studio Pierrot'],6.54,2529.0,5408.0,5105.0,26.0,Game,"Apr 3, 1999 to Sep 25, 1999"
Mononoke Hime,"['Action', 'Adventure', 'Fantasy']",Movie,"['Tokuma Shoten', 'Nippon Television Network']",['Studio Ghibli'],8.8,332946.0,77.0,506368.0,1.0,Original,"Jul 12, 1997"
RahXephon,"['Action', 'Drama', 'Mecha', 'Music', 'Mystery', 'Psychological', 'Romance', 'Sci-Fi']",TV,"['Asatsu DK', 'Fuji TV']",['Bones'],7.5,31178.0,1204.0,78993.0,26.0,Original,"Jan 21, 2002 to Sep 10, 2002"
Samurai 7,"['Historical', 'Mecha', 'Samurai', 'Sci-Fi']",TV,"['GDH', 'Sotsu Music Publishing']",['Gonzo'],7.57,44514.0,1113.0,87098.0,26.0,Other,"Jun 12, 2004 to Dec 25, 2004"
Scrapped Princess,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mecha', 'Sci-Fi', 'Shounen']",TV,"['Kadokawa Shoten', 'A-Line']",['Bones'],7.48,28886.0,1410.0,67709.0,24.0,Light novel,"Apr 8, 2003 to Oct 7, 2003"
sCRYed,"['Action', 'Sci-Fi', 'Adventure', 'Super Power', 'Drama']",TV,['Yomiko Advertising'],['Sunrise'],7.43,29600.0,1550.0,60569.0,26.0,Original,"Jul 4, 2001 to Dec 26, 2001"
Shingetsutan Tsukihime,"['Action', 'Horror', 'Mystery', 'Romance', 'Super Power', 'Supernatural', 'Vampire']",TV,"['TBS', 'Rondo Robe', 'Movic']",['J.C.Staff'],7.04,51150.0,922.0,107990.0,12.0,Visual novel,"Oct 10, 2003 to Dec 26, 2003"
Slam Dunk,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",TV,"['TV Asahi', 'Animax']",['Toei Animation'],8.55,54910.0,735.0,114590.0,101.0,Manga,"Oct 16, 1993 to Mar 23, 1996"
Strange Dawn,"['Adventure', 'Drama', 'Fantasy']",TV,,['Hal Film Maker'],6.54,793.0,6727.0,2624.0,13.0,Original,"Jul 11, 2000 to Sep 26, 2000"
Tactics,"['Mystery', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Drama', 'Shounen']",TV,"['Studio Izena', 'MediaNet']",['Studio Deen'],7.31,10634.0,2386.0,31017.0,25.0,Manga,"Oct 6, 2004 to Mar 30, 2005"
Tenjou Tenge,"['Action', 'Ecchi', 'Martial Arts', 'Comedy', 'Super Power', 'School', 'Shounen']",TV,['TV Asahi'],['Madhouse'],7.05,64581.0,787.0,124312.0,24.0,Manga,"Apr 2, 2004 to Sep 17, 2004"
Tokyo Underground,"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'Shounen', 'Super Power']",TV,['TV Tokyo Music'],['Studio Pierrot'],6.7,8558.0,2965.0,20911.0,26.0,Manga,"Apr 2, 2002 to Sep 24, 2002"
Triangle Heart Sweet Songs Forever,"['Adventure', 'Romance']",OVA,['Discovery'],['Seven Arcs'],6.27,2118.0,5475.0,5127.0,4.0,Unknown,"Jul 24, 2003 to Dec 26, 2003"
Tsubasa Chronicle,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Romance', 'Supernatural', 'Shounen']",TV,"['NHK', 'Kodansha']",['Bee Train'],7.64,70061.0,607.0,158988.0,26.0,Manga,"Apr 9, 2005 to Oct 15, 2005"
Ultra Maniac,"['Magic', 'Comedy', 'Romance', 'School', 'Shoujo']",TV,"['WAO World', 'Studio Jack']",['Production Reed'],7.27,9654.0,2837.0,22752.0,26.0,Manga,"May 20, 2003 to Nov 11, 2003"
Ultra Maniac OVA,"['Magic', 'Comedy', 'Romance', 'School']",OVA,,['Production Reed'],6.78,1966.0,5901.0,4360.0,1.0,Unknown,"Aug 6, 2002"
Vandread,"['Action', 'Ecchi', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",TV,"['GDH', 'Dentsu', 'Media Factory']",['Gonzo'],7.29,34033.0,1542.0,61566.0,13.0,Original,"Oct 3, 2000 to Dec 19, 2000"
Vandread The Second Stage,"['Action', 'Ecchi', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",TV,"['GDH', 'Dentsu', 'Media Factory']",['Gonzo'],7.51,25344.0,2050.0,40930.0,13.0,Original,"Oct 5, 2001 to Jan 18, 2002"
Tenkuu no Escaflowne,"['Adventure', 'Psychological', 'Romance', 'Fantasy', 'Mecha', 'Shoujo']",TV,"['TV Tokyo', 'Bandai Visual']",['Sunrise'],7.77,46534.0,984.0,99344.0,26.0,Original,"Apr 2, 1996 to Sep 24, 1996"
Whistle,"['School', 'Shounen', 'Sports']",TV,['Marvelous'],['Studio Comet'],7.5,4537.0,4190.0,9527.0,39.0,Manga,"May 6, 2002 to Feb 3, 2003"
Xenosaga The Animation,"['Action', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",TV,['Happinet Pictures'],['Toei Animation'],6.44,6532.0,3490.0,15382.0,12.0,Game,"Jan 6, 2005 to Mar 24, 2005"
Initial D First Stage,"['Action', 'Cars', 'Drama', 'Seinen', 'Sports']",TV,"['OB Planning', 'Fuji TV']","['Studio Gallop', 'Studio Comet']",8.28,60345.0,674.0,114952.0,26.0,Manga,"Apr 19, 1998 to Dec 6, 1998"
Initial D Second Stage,"['Action', 'Cars', 'Sports', 'Drama', 'Seinen']",TV,"['OB Planning', 'Fuji TV']",['Pastel'],8.16,46252.0,1097.0,72342.0,13.0,Manga,"Oct 15, 1999 to Jan 21, 2000"
Initial D Third Stage,"['Action', 'Cars', 'Sports', 'Drama', 'Romance', 'Seinen']",Movie,['OB Planning'],['Studio Deen'],7.97,39507.0,1293.0,61712.0,1.0,Manga,"Jan 13, 2001"
Gosenzo Sane,"['Comedy', 'Hentai', 'Mystery', 'Supernatural']",OVA,"['AIC', 'Green Bunny', 'BEAM Entertainment']",,6.25,499.0,8077.0,1549.0,4.0,Original,"Sep 25, 1998 to Mar 25, 1999"
Love Hina,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen', 'Slice of Life']",TV,"['Production I.G', 'TV Tokyo', 'Yomiko Advertising', 'King Records', 'Audio Tanaka']",['Xebec'],7.24,100842.0,531.0,182584.0,24.0,Manga,"Apr 19, 2000 to Sep 27, 2000"
Love Hina Again,"['Comedy', 'Drama', 'Ecchi', 'Romance', 'Shounen']",OVA,"['Starchild Records', 'Audio Tanaka']",['Xebec'],7.33,43040.0,1461.0,67366.0,3.0,Manga,"Jan 26, 2002 to Mar 27, 2002"
Love Hina Christmas Special Silent Eve,"['Slice of Life', 'Comedy', 'Romance']",Special,"['Xebec', 'Yomiko Advertising', 'Audio Tanaka']",,7.41,30940.0,1873.0,48348.0,1.0,Manga,"Dec 25, 2000"
Love Hina Haru Special Kimi Sakura Chiru Nakare,"['Adventure', 'Comedy', 'Romance']",Special,"['Starchild Records', 'Yomiko Advertising', 'Audio Tanaka']",['Xebec'],7.28,27492.0,2005.0,43703.0,1.0,Unknown,"Apr 2, 2001"
Maburaho,"['Comedy', 'Drama', 'Ecchi', 'Harem', 'Magic', 'Romance', 'School']",TV,"['Kadokawa Shoten', 'KlockWorx', 'Happinet Pictures', 'Sony PCL']",['J.C.Staff'],6.94,36836.0,1375.0,71210.0,24.0,Light novel,"Oct 14, 2003 to Apr 6, 2004"
Macross Zero,"['Adventure', 'Mecha', 'Military', 'Sci-Fi', 'Shounen']",OVA,['Bandai Visual'],['Satelight'],7.64,14743.0,2545.0,27288.0,5.0,Unknown,"Dec 21, 2002 to Oct 20, 2004"
OnegaiTeacher,"['Sci-Fi', 'Comedy', 'Drama', 'Romance', 'School']",TV,"['Bandai Visual', 'Genco']",['Daume'],7.3,67924.0,854.0,117651.0,12.0,Original,"Jan 10, 2002 to Mar 28, 2002"
OnegaiTwins,"['Comedy', 'Drama', 'Harem', 'School', 'Sci-Fi']",TV,"['Bandai Visual', 'Genco', 'Lantis']",['Daume'],6.99,39199.0,1468.0,66318.0,12.0,Original,"Jul 15, 2003 to Oct 14, 2003"
Rizelmine,"['Sci-Fi', 'Comedy', 'Romance', 'Ecchi', 'School']",TV,['m.o.e.'],"['Madhouse', 'Imagin']",6.62,7985.0,3159.0,18797.0,24.0,Manga,"Apr 3, 2002 to Dec 22, 2002"
Speed Grapher,"['Action', 'Mystery', 'Super Power']",TV,"['TV Asahi', 'WAO World', 'TAP']",['Gonzo'],7.43,29660.0,1241.0,77289.0,24.0,Original,"Apr 8, 2005 to Sep 30, 2005"
Sen to Chihiro no Kamikakushi,"['Adventure', 'Supernatural', 'Drama']",Movie,['Toho'],['Studio Ghibli'],8.92,496902.0,40.0,703229.0,1.0,Original,"Jul 20, 2001"
Tenshi na Konamaiki,"['Comedy', 'Magic', 'Romance', 'Shounen']",TV,,['TMS Entertainment'],7.56,6618.0,3154.0,17907.0,50.0,Manga,"Apr 6, 2002 to Mar 29, 2003"
Video Girl Ai,"['Comedy', 'Drama', 'Ecchi', 'Romance']",OVA,['Shueisha'],['Production I.G'],7.28,8475.0,3185.0,17099.0,6.0,Manga,"Mar 27, 1992 to Aug 28, 1992"
Wolfs Rain,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",TV,"['Bandai Visual', 'Asatsu DK', 'Fuji TV']",['Bones'],7.9,90804.0,425.0,209207.0,26.0,Original,"Jan 7, 2003 to Jul 29, 2003"
Words Worth,"['Adventure', 'Demons', 'Fantasy', 'Hentai', 'Magic']",OVA,['Green Bunny'],['Arms'],6.86,2715.0,5095.0,5958.0,5.0,Visual novel,"Aug 25, 1999 to Nov 25, 2000"
Yumeria,"['Action', 'Comedy', 'Ecchi', 'Harem', 'Super Power']",TV,,['Studio Deen'],6.21,10282.0,2971.0,21387.0,12.0,Visual novel,"Jan 9, 2004 to Mar 26, 2004"
Samurai Champloo,"['Action', 'Adventure', 'Comedy', 'Historical', 'Samurai', 'Shounen']",TV,"['Victor Entertainment', 'Fuji TV', 'Barnum Studio', 'Tokuma Shoten', 'flying DOG']",['Manglobe'],8.5,297258.0,70.0,542349.0,26.0,Original,"May 20, 2004 to Mar 19, 2005"
Lodosstou Senki Eiyuu Kishi Den,"['Action', 'Adventure', 'Drama', 'Magic', 'Romance', 'Fantasy']",TV,"['Kadokawa Shoten', 'Yomiko Advertising', 'Marubeni']",['AIC'],7.22,7561.0,3023.0,19167.0,27.0,Novel,"Apr 1, 1998 to Sep 30, 1998"
Lodosstou Senki,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']",OVA,"['Kadokawa Shoten', 'TBS', 'Marubeni']",['Madhouse'],7.52,15066.0,2054.0,35976.0,13.0,Novel,"Jun 30, 1990 to Nov 23, 1991"
ROD Read or Die,"['Action', 'Adventure', 'Historical', 'Magic', 'Mystery', 'Sci-Fi']",OVA,"['Aniplex', 'SME Visual Works']",['Studio Deen'],7.75,26213.0,1840.0,47182.0,3.0,Light novel,"May 23, 2001 to Feb 6, 2002"
ROD The TV,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Super Power']",TV,"['Aniplex', 'Studio Deen', 'Broccoli', 'Sony Music Entertainment']",['J.C.Staff'],7.61,22395.0,1721.0,53209.0,26.0,Light novel,"Sep 1, 2003 to Mar 16, 2004"
Ranma ,"['Slice of Life', 'Comedy', 'Martial Arts', 'Fantasy']",TV,"['Shogakukan Productions', 'Kitty Films', 'Fuji TV', 'Shogakukan']",['Studio Deen'],7.85,59792.0,687.0,134222.0,161.0,Manga,"Apr 15, 1989 to Sep 25, 1992"
Pure Mail,['Hentai'],OVA,"['Pink Pineapple', 'Green Bunny']",,6.34,989.0,7185.0,2362.0,2.0,Visual novel,"Sep 25, 2001 to Dec 21, 2001"
Project AKo,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Super Power']",Movie,['SOEISHINSHA'],['APPP'],6.99,4708.0,3967.0,10173.0,1.0,Original,"Jun 21, 1986"
Pia Carrot e Youkoso 2,"['Comedy', 'Romance', 'Hentai']",OVA,['Pink Pineapple'],,6.31,622.0,8112.0,1642.0,3.0,Unknown,"Oct 23, 1998 to Apr 23, 1999"
Pia Carrot e Youkoso 2 DX,"['Comedy', 'Romance']",OVA,,,6.46,664.0,8119.0,1611.0,6.0,Unknown,"Dec 18, 1999 to Oct 25, 2000"
Pia Carrot e Youkoso Sayaka no Koi Monogatari,"['Comedy', 'Romance']",Movie,"['Geneon Universal Entertainment', 'I-move']",['Bones'],6.0,873.0,7646.0,2056.0,1.0,Visual novel,"Oct 19, 2002"
Shin Angel,"['Comedy', 'Drama', 'Hentai', 'Romance']",OVA,"['Pink Pineapple', 'Studio Tulip']",,6.39,635.0,7805.0,1754.0,5.0,Unknown,"Oct 21, 1994 to Nov 22, 1995"
Kidou Senkan Nadesico,"['Action', 'Comedy', 'Mecha', 'Military', 'Parody', 'Romance', 'Sci-Fi', 'Shounen', 'Space']",TV,"['Starchild Records', 'Yomiko Advertising', 'Audio Tanaka']",['Xebec'],7.59,13497.0,2211.0,34148.0,26.0,Original,"Oct 1, 1996 to Mar 25, 1997"
Kidou Senkan Nadesico The Prince of Darkness,"['Action', 'Comedy', 'Drama', 'Mecha', 'Psychological', 'Sci-Fi', 'Shounen', 'Space']",Movie,"['TV Tokyo', 'Starchild Records', 'Kadokawa Shoten', 'Toei Video', 'Movic', 'Sega', 'King Records', 'Audio Tanaka']",['Xebec'],6.86,6088.0,3970.0,11073.0,1.0,Original,"Aug 1, 1998"
Mezzo Forte,"['Action', 'Comedy', 'Hentai', 'Sci-Fi']",OVA,['Green Bunny'],['Arms'],6.72,9495.0,3114.0,17821.0,2.0,Original,"May 25, 2000 to Jun 25, 2001"
Dragon Ball,"['Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",TV,['Fuji TV'],['Toei Animation'],8.15,285183.0,103.0,443087.0,153.0,Manga,"Feb 26, 1986 to Apr 12, 1989"
Dragon Ball GT,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Sci-Fi', 'Shounen', 'Super Power']",TV,['Fuji TV'],['Toei Animation'],6.67,205317.0,235.0,304531.0,64.0,Manga,"Feb 7, 1996 to Nov 19, 1997"
Elfen Lied,"['Action', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Romance', 'Seinen']",TV,"['VAP', 'Genco', 'A-Line']",['Arms'],7.76,513467.0,26.0,831141.0,13.0,Manga,"Jul 25, 2004 to Oct 17, 2004"
FLCL,"['Action', 'Sci-Fi', 'Comedy', 'Parody', 'Dementia', 'Psychological', 'Mecha']",OVA,"['Starchild Records', 'GANSIS']","['Gainax', 'Production I.G']",8.07,231083.0,134.0,405028.0,6.0,Original,"Apr 26, 2000 to Mar 16, 2001"
Jigoku Shoujo,"['Mystery', 'Horror', 'Psychological', 'Supernatural']",TV,"['Aniplex', 'SKY Perfect Well Think']",['Studio Deen'],7.75,84573.0,393.0,219585.0,26.0,Original,"Oct 5, 2005 to Apr 5, 2006"
Ninin ga Shinobuden,"['Comedy', 'Parody', 'Martial Arts']",TV,"['Toshiba Entertainment', 'Happinet Pictures']",['ufotable'],7.0,12300.0,2659.0,25902.0,12.0,Manga,"Jul 10, 2004 to Sep 25, 2004"
Air Master,"['Action', 'Comedy', 'Martial Arts', 'Seinen']",TV,"['VAP', 'Nippon Television Network']",['Toei Animation'],7.1,10773.0,2589.0,26164.0,27.0,Manga,"Apr 2, 2003 to Oct 1, 2003"
Asagiri no Miko,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'School', 'Sci-Fi', 'Shounen', 'Slice of Life', 'Super Power', 'Supernatural']",TV,"['Starchild Records', 'TV Tokyo Music', 'Shounen Gahousha']","['Chaos Project', 'GANSIS']",6.26,1660.0,5334.0,5475.0,26.0,Manga,"Jul 4, 2002 to Dec 26, 2002"
Cardcaptor Sakura,"['Adventure', 'Comedy', 'Drama', 'Magic', 'Romance', 'Fantasy', 'School', 'Shoujo']",TV,"['NHK', 'Kodansha', 'Sogo Vision', 'YTV']",['Madhouse'],8.21,121755.0,350.0,237261.0,70.0,Manga,"Apr 7, 1998 to Mar 21, 2000"
Daa Daa Daa,"['Comedy', 'Sci-Fi', 'Shoujo']",TV,,['J.C.Staff'],7.78,6589.0,3396.0,15187.0,78.0,Manga,"Mar 28, 2000 to Feb 26, 2002"
Dan Doh,"['Adventure', 'Sports', 'Shounen']",TV,"['TV Tokyo', 'HoriPro']",['Tokyo Kids'],6.76,1146.0,6887.0,2765.0,26.0,Manga,"Apr 3, 2004 to Sep 25, 2004"
Es Otherwise,"['Adventure', 'Comedy', 'Drama', 'Military', 'Sci-Fi', 'Shounen', 'Supernatural']",TV,['Sotsu'],['Studio Pierrot'],6.71,5487.0,3787.0,12948.0,26.0,Manga,"Apr 1, 2003 to Sep 23, 2003"
